source,campaign,influencer_id,user_id,product,date,orders,revenue
Facebook,Campaign_86,387,nsrhdvnff2wc,Herbal Skin Care Cream,2024-08-10,53,22879.13
Instagram,Campaign_14,95,fie6kn0q48gc,Speciality Supplement Pack,2025-02-08,70,89881.95
Twitter,Campaign_19,53,nubj74f55aco,Fat Burner Capsules,2025-07-06,61,44340.73
Instagram,Campaign_7,169,btegurt1rwvn,Herbal Extract,2025-02-25,27,30589.56
Twitter,Campaign_67,400,gcfolt34kff2,Herbal Extract,2022-07-29,4,62401.47
YouTube,Campaign_59,230,jtjto0iqqkb7,Herbal Skin Care Cream,2023-06-25,74,24174.83
Twitter,Campaign_100,332,456bfyw372vi,Herbal Skin Care Cream,2023-02-13,49,85652.49
Facebook,Campaign_94,443,uadj725u0332,Weight Loss Snack,2022-10-16,69,45044.48
Facebook,Campaign_73,455,w04nxv50ot1k,Fat Burner Capsules,2024-09-16,29,65092.85
Twitter,Campaign_94,452,8hcd1sd44wl8,Vital Herbs Mix,2025-02-06,54,23836.35
Twitter,Campaign_30,193,mdzfwqvalbna,Herbal Extract,2023-04-13,60,24629.6
Instagram,Campaign_58,6,0236qk3qhad3,Herbal Extract,2024-08-16,1,26426.52
YouTube,Campaign_15,334,m6jr8fl9v2qj,Pre Workout Drink,2025-06-04,29,78301.98
Instagram,Campaign_13,294,i47jwu7sa7id,Weight Gainer,2025-02-19,40,91691.03
Facebook,Campaign_1,407,i09kgw8c4ag1,Herbal Skin Care Cream,2025-03-11,76,2190.13
Twitter,Campaign_83,255,qicxbr8iybat,Weight Loss Snack,2025-05-19,92,72877.89
Twitter,Campaign_16,349,olodlonkcp8o,Speciality Supplement Pack,2023-07-16,47,42010.64
Twitter,Campaign_55,36,v5nwvsjjcaxo,Post Workout Drink,2022-10-15,21,55674.59
Facebook,Campaign_72,2,d97qq1q81hru,Protein Powder,2023-05-17,21,90674.23
YouTube,Campaign_38,92,lhh9btd5pu13,Fat Burner Capsules,2024-12-28,10,97270.33
YouTube,Campaign_12,212,9ka7jk83mvqi,Vital Herbs Mix,2024-07-30,71,43856.94
Facebook,Campaign_52,210,ixkuozm7i9ry,Herbal Extract,2025-05-09,6,30571.99
Facebook,Campaign_26,112,30m651lzvgw9,Weight Loss Snack,2023-07-19,25,98574.84
YouTube,Campaign_4,345,hne0r3i9hukp,Weight Loss Snack,2023-03-24,23,77666.13
Instagram,Campaign_59,456,6jr07h0ums48,Fat Burner Capsules,2023-12-28,73,56223.71
Twitter,Campaign_38,230,iw5xnqdz98jh,Multivitamin Tablets,2025-01-19,26,83976.99
YouTube,Campaign_8,291,e17o7pnud53q,Herbal Skin Care Cream,2025-02-14,3,72542.68
YouTube,Campaign_39,476,e5eeazvw7njk,Vital Herbs Mix,2023-06-06,6,75518.97
Twitter,Campaign_35,69,hvyqdk9xma5v,Fat Burner Capsules,2024-05-25,18,59132.16
Twitter,Campaign_92,212,ixr4dto8uflv,Weight Loss Snack,2023-12-21,60,11966.62
Instagram,Campaign_90,310,4ba7obbc83y0,Fat Burner Capsules,2024-11-10,69,5308.87
Instagram,Campaign_93,119,clccvgjj1wsf,Protein Powder,2022-09-21,10,91844.17
Twitter,Campaign_61,292,dib0sxg4xnub,Fat Burner Capsules,2024-09-16,85,5601.69
Facebook,Campaign_2,92,y8634rh7cjje,Protein Powder,2023-12-18,88,70328.47
Facebook,Campaign_28,158,y7qwwo6nlpve,Speciality Supplement Pack,2023-07-01,17,25575.5
Facebook,Campaign_19,164,c9t5ahc0okrc,Protein Powder,2024-04-21,12,17354.18
YouTube,Campaign_84,134,w9ibgjewvpg6,Fat Burner Capsules,2023-08-09,81,62945.15
Instagram,Campaign_22,76,vc4paiiucuig,Herbal Extract,2024-01-04,82,82218.98
YouTube,Campaign_14,296,m2t5woqdnvqj,Weight Gainer,2023-08-16,72,78917.68
YouTube,Campaign_45,171,4u4fggw1jyk8,Multivitamin Tablets,2024-05-29,88,32001.44
Twitter,Campaign_41,228,20pzts55c2ib,Fat Burner Capsules,2023-10-19,53,31015.63
YouTube,Campaign_4,309,jvslrdmzvxy1,Weight Loss Snack,2023-07-21,52,15604.02
Twitter,Campaign_48,475,6zgrrvgmdfzj,Herbal Skin Care Cream,2025-04-25,19,6879.18
Facebook,Campaign_92,374,oigo58oaflkt,Weight Gainer,2024-03-03,88,20451.91
Twitter,Campaign_13,6,awmwur1z82h3,Post Workout Drink,2023-11-21,22,51509.74
YouTube,Campaign_68,485,94lmuxfzjdcy,Weight Loss Snack,2024-03-09,57,4870.09
Instagram,Campaign_54,338,98qhsfm8qpdn,Weight Loss Snack,2023-03-14,70,57048.44
Twitter,Campaign_10,115,u0fh2tn8b8zu,Protein Powder,2024-01-04,38,58270.93
Instagram,Campaign_85,254,fjwfq84gd5ys,Weight Gainer,2023-10-25,84,42799.17
Instagram,Campaign_50,218,hgpz91kmgqaw,Speciality Supplement Pack,2025-07-09,59,51959.99
Instagram,Campaign_25,276,4teq3cyfwp5w,Weight Loss Snack,2023-02-15,18,64800.93
Twitter,Campaign_80,236,lf0llya85bek,Protein Powder,2024-06-12,24,96201.87
Twitter,Campaign_43,278,tjepgyap9eib,Weight Gainer,2025-05-28,88,83381.95
Facebook,Campaign_94,175,0ta6yy5xhq3u,Post Workout Drink,2023-07-29,73,45701.08
Instagram,Campaign_30,488,91f8bv5zhp6p,Weight Loss Snack,2025-02-26,93,76401.23
Facebook,Campaign_30,253,nu0ki4jkj7op,Speciality Supplement Pack,2022-07-31,3,26025.89
YouTube,Campaign_86,47,jqbtk0td0dof,Pre Workout Drink,2023-06-27,83,90863.29
Twitter,Campaign_94,397,83gaedmlav3w,Herbal Skin Care Cream,2024-04-24,81,30779.29
Instagram,Campaign_34,402,9o01e4znzze2,Multivitamin Tablets,2023-09-18,18,93245.34
Twitter,Campaign_47,18,tbst9xwi7084,Speciality Supplement Pack,2024-08-31,22,69934.87
Facebook,Campaign_29,356,l9gm5hn1d613,Post Workout Drink,2025-04-15,67,7629.72
YouTube,Campaign_22,118,ly4qztgbcqta,Weight Gainer,2022-12-02,36,44357.99
Twitter,Campaign_60,145,ij82t2a1q4p2,Herbal Extract,2025-04-16,28,17727.95
Instagram,Campaign_91,163,4l6g9h8lyk0v,Herbal Skin Care Cream,2023-12-19,13,34003.65
Instagram,Campaign_59,215,gl2upqv9dy29,Pre Workout Drink,2023-01-17,22,28702.83
Instagram,Campaign_94,77,2iz1q8pj1ydo,Weight Loss Snack,2025-02-17,73,95594.99
Twitter,Campaign_90,130,t948u6b15x8g,Fat Burner Capsules,2023-03-15,59,28113.86
YouTube,Campaign_82,117,1hzvnasjp0es,Pre Workout Drink,2022-10-09,5,77126.79
Twitter,Campaign_67,466,uswiy7k6000u,Post Workout Drink,2023-04-04,57,16448.83
YouTube,Campaign_8,108,1r54ed6lob24,Fat Burner Capsules,2025-04-24,42,27008.36
Facebook,Campaign_50,117,hy05y5fnx74s,Pre Workout Drink,2022-08-05,85,93535.92
YouTube,Campaign_8,412,sd1jiuoiz6aa,Speciality Supplement Pack,2023-04-20,16,61719.82
Instagram,Campaign_76,104,ivw947xkjq6x,Multivitamin Tablets,2023-05-17,9,76708.69
Twitter,Campaign_4,106,5ld8qu30ex7k,Post Workout Drink,2024-05-14,100,70312.3
Twitter,Campaign_3,111,i139do70iu7h,Vital Herbs Mix,2023-06-26,79,30574.08
Twitter,Campaign_18,18,wlwzub3zupsl,Speciality Supplement Pack,2025-02-15,24,77382.67
Instagram,Campaign_18,172,siylx2crl39y,Weight Loss Snack,2024-08-19,14,61863.9
Facebook,Campaign_69,346,r8h9xdyq8d7w,Herbal Extract,2024-06-06,69,38980.28
Facebook,Campaign_16,320,gxxashvfhzla,Fat Burner Capsules,2022-10-14,82,94520.27
Twitter,Campaign_26,243,6ovm8l10i187,Post Workout Drink,2025-07-24,56,81702.82
YouTube,Campaign_93,399,yohqlylewfvb,Fat Burner Capsules,2023-02-05,17,53459.98
Twitter,Campaign_78,29,fejrk2lbimnz,Herbal Extract,2024-05-06,100,77613.6
Instagram,Campaign_14,453,9b9boqcpl72u,Protein Powder,2024-06-02,27,8829.3
Instagram,Campaign_43,439,22eftixdwr02,Fat Burner Capsules,2024-10-02,60,71993.66
YouTube,Campaign_79,351,4lpo6gf9xxwn,Vital Herbs Mix,2023-02-24,27,27549.51
Facebook,Campaign_78,59,kpziajn3mleo,Multivitamin Tablets,2025-06-23,8,1849.68
Facebook,Campaign_71,87,zprrt2l2ieo9,Herbal Skin Care Cream,2024-05-19,80,18911.39
Twitter,Campaign_41,231,uvj3bsy3onx3,Herbal Extract,2024-03-09,45,5264.49
YouTube,Campaign_42,257,f86ugyfunmad,Post Workout Drink,2025-06-19,42,60461.22
Instagram,Campaign_50,439,1bx6az8ygcvh,Weight Loss Snack,2022-11-05,39,24790.47
Twitter,Campaign_66,402,lbprfegcxy13,Speciality Supplement Pack,2024-03-07,79,64408.55
YouTube,Campaign_99,279,vw40f72ve4ir,Post Workout Drink,2022-07-27,50,4838.81
Twitter,Campaign_75,404,f7bcu5sxqkqb,Protein Powder,2024-08-12,76,31439.83
Facebook,Campaign_14,177,kurt6267cgfx,Weight Loss Snack,2025-07-07,73,62132.39
Instagram,Campaign_99,96,30ac9pubkops,Vital Herbs Mix,2025-03-03,63,20205.48
Instagram,Campaign_43,273,l0jo4pyap3jf,Pre Workout Drink,2022-09-03,20,97002.6
Facebook,Campaign_26,113,w79gqqqjr6jp,Fat Burner Capsules,2025-03-03,57,7000.4
Twitter,Campaign_75,73,3zjlq1bpfwsq,Multivitamin Tablets,2024-07-17,29,54533.88
Facebook,Campaign_90,52,7tfs2e2fozz1,Vital Herbs Mix,2023-02-22,100,23211.22
Facebook,Campaign_32,192,jpahrx7bnzta,Multivitamin Tablets,2024-07-26,66,75956.33
YouTube,Campaign_99,261,hy8olq54wfug,Herbal Skin Care Cream,2022-08-29,38,76033.1
Facebook,Campaign_63,217,eg1jum9yj42d,Post Workout Drink,2023-07-23,17,10621.4
Instagram,Campaign_12,344,v9ujap7eas0o,Herbal Extract,2024-04-01,83,27884.15
YouTube,Campaign_2,332,5dgrx0b3cipt,Multivitamin Tablets,2024-03-27,96,41356.04
Instagram,Campaign_87,38,npnzxkcb9d7u,Weight Gainer,2024-09-28,68,10267.41
Twitter,Campaign_14,2,aybdtn0abmkr,Pre Workout Drink,2025-04-07,62,68156.03
Twitter,Campaign_30,434,y7iygc9g6q62,Protein Powder,2024-06-09,12,70850.2
Twitter,Campaign_2,325,rxyx4mivl590,Vital Herbs Mix,2023-08-18,63,18021.81
Instagram,Campaign_32,158,j1mnyw0yfkoe,Herbal Skin Care Cream,2023-07-24,86,79078.56
YouTube,Campaign_39,5,2hk724d6gq2w,Protein Powder,2023-02-20,20,8456.69
YouTube,Campaign_55,285,ipp101yqt061,Herbal Skin Care Cream,2023-09-18,83,75887.5
Twitter,Campaign_9,103,atm13qvbnk0s,Post Workout Drink,2024-06-14,46,82593.08
Facebook,Campaign_77,44,cjwsh3mokbmj,Protein Powder,2023-12-21,30,9208.96
Twitter,Campaign_69,82,luupgnifpvde,Fat Burner Capsules,2024-12-17,58,44424.42
YouTube,Campaign_52,197,ycznyctopst9,Weight Loss Snack,2025-05-17,98,67376.12
Facebook,Campaign_27,196,lifi3osh3qzx,Multivitamin Tablets,2022-10-04,72,28940.69
Instagram,Campaign_53,381,y4a15f4jm8r7,Speciality Supplement Pack,2024-07-20,24,9453.82
Instagram,Campaign_89,299,a4k33s5r25zf,Speciality Supplement Pack,2025-03-17,4,7656.93
Twitter,Campaign_15,156,c1k8j0kkagiq,Speciality Supplement Pack,2025-03-12,7,78618.2
Facebook,Campaign_61,362,dz7y95cpqrt3,Pre Workout Drink,2023-04-16,34,80120.82
Facebook,Campaign_12,237,mf3gq7p7swvt,Post Workout Drink,2024-09-26,35,16611.37
Instagram,Campaign_66,396,qqkljqkcjev9,Speciality Supplement Pack,2023-07-19,30,14994.41
Facebook,Campaign_80,136,zuyh97y8pzl9,Fat Burner Capsules,2024-12-25,80,72528.67
Twitter,Campaign_87,499,9uj6safk9kkv,Vital Herbs Mix,2023-10-04,19,25663.36
YouTube,Campaign_76,81,p2me59o2ee75,Multivitamin Tablets,2023-06-29,83,9587.59
Facebook,Campaign_40,119,c7qxmjblinee,Protein Powder,2024-10-07,9,52184.84
YouTube,Campaign_52,351,wkihpy36z6co,Protein Powder,2024-07-26,50,59260.46
Facebook,Campaign_58,467,xkq5p52dwhzr,Post Workout Drink,2024-08-22,3,92473.08
Twitter,Campaign_80,370,4ur1boczkwss,Herbal Extract,2025-07-01,21,38853.28
Twitter,Campaign_95,465,nml4c7f4ygf7,Weight Loss Snack,2023-02-04,25,28375.92
Instagram,Campaign_20,114,6stpb74wo7v1,Herbal Extract,2022-10-29,23,32684.31
Facebook,Campaign_11,201,gsfytk5lbchy,Weight Loss Snack,2025-01-16,34,48057.23
YouTube,Campaign_94,25,3t5q21g07hpn,Post Workout Drink,2022-11-21,38,15566.63
YouTube,Campaign_19,56,pk270te8z2gf,Herbal Skin Care Cream,2024-11-23,40,38145.41
Instagram,Campaign_51,217,qnbia9ru3pc0,Protein Powder,2024-01-01,51,30392.63
Instagram,Campaign_57,14,oxihwm518zrm,Multivitamin Tablets,2024-04-10,59,90077.46
Twitter,Campaign_89,458,pgx44qx1clmm,Protein Powder,2024-07-25,99,72114.7
Facebook,Campaign_79,37,vh71hw3gm7q6,Vital Herbs Mix,2025-07-12,26,46758.37
Twitter,Campaign_49,245,lfj18lm6s0zi,Weight Loss Snack,2023-10-27,63,47768.09
Facebook,Campaign_40,247,uq6qbdo8t8mv,Multivitamin Tablets,2024-01-02,21,48785.6
Instagram,Campaign_23,160,w5oxio25na8k,Speciality Supplement Pack,2025-04-26,81,41810.09
Instagram,Campaign_18,471,y60p0hzwcykv,Speciality Supplement Pack,2023-05-17,54,97544.03
YouTube,Campaign_92,82,mqybxpfyjl4y,Weight Loss Snack,2025-02-24,57,61317.21
YouTube,Campaign_85,308,kfjratlcezi8,Speciality Supplement Pack,2022-12-22,74,31851.5
Instagram,Campaign_53,438,ubezsd1fimtb,Speciality Supplement Pack,2023-03-31,22,84842.07
Twitter,Campaign_12,178,6t9by8nhq4ho,Protein Powder,2024-03-18,4,56343.73
Facebook,Campaign_19,242,awqf1clnvxnz,Herbal Extract,2025-06-26,50,50827.93
Instagram,Campaign_4,137,u6mruwnn6lxy,Fat Burner Capsules,2023-06-17,35,46554.39
Twitter,Campaign_45,483,nuwpkn646uw7,Fat Burner Capsules,2023-08-26,80,85680.79
Twitter,Campaign_41,358,ye46f7761xs1,Weight Gainer,2023-08-02,3,34292.36
YouTube,Campaign_17,57,cxdcwgk6rzlc,Speciality Supplement Pack,2022-09-16,93,48866.55
YouTube,Campaign_60,216,h2xrnwjhs1f8,Vital Herbs Mix,2022-08-09,14,42612.65
Twitter,Campaign_18,298,g0yi0dg95k0g,Protein Powder,2023-05-30,84,24700.44
Facebook,Campaign_63,195,h1ix2ajgz36n,Protein Powder,2024-10-21,47,77059.59
Instagram,Campaign_27,345,3frluzk3vje6,Vital Herbs Mix,2024-06-01,49,69265.64
Facebook,Campaign_42,480,ifkatv82hk89,Post Workout Drink,2023-10-30,46,65327.18
Facebook,Campaign_76,35,jsnch1wy6pog,Protein Powder,2024-04-22,46,54949.88
Twitter,Campaign_29,290,i3eeafdzhdid,Speciality Supplement Pack,2024-07-19,77,92893.37
YouTube,Campaign_7,71,vkbw8bttcno3,Herbal Extract,2022-10-13,7,28477.86
Instagram,Campaign_96,162,feuy5bfygou3,Protein Powder,2024-10-19,82,38743.04
Instagram,Campaign_48,209,hpf15wr99zzc,Speciality Supplement Pack,2025-06-10,5,58287.67
Facebook,Campaign_83,292,raxy6des1kl5,Post Workout Drink,2023-09-30,74,64329.96
Instagram,Campaign_44,335,ez2a5i8jnbrj,Speciality Supplement Pack,2025-06-06,31,17144.43
YouTube,Campaign_63,485,s1m3rmzm4qi3,Protein Powder,2023-07-05,14,11623.63
Twitter,Campaign_52,278,1ho4x8scx401,Herbal Skin Care Cream,2022-10-21,20,81985.05
Facebook,Campaign_68,312,l519881un1co,Weight Gainer,2024-01-02,78,51083.23
YouTube,Campaign_56,202,qavk658ov5e1,Herbal Skin Care Cream,2023-02-03,91,48740.52
YouTube,Campaign_34,57,hqbdysaar6jb,Herbal Skin Care Cream,2023-08-14,49,80513.31
Instagram,Campaign_41,380,pihhb1mtrkzy,Pre Workout Drink,2023-10-19,28,94904.97
YouTube,Campaign_37,199,twxim04rf4lt,Weight Loss Snack,2023-08-31,36,47166.4
Facebook,Campaign_7,145,yytmjl5h1682,Pre Workout Drink,2024-03-19,82,15028.9
Twitter,Campaign_71,483,87sf1pt6trou,Post Workout Drink,2024-06-22,50,43990.21
Instagram,Campaign_14,496,wfiajijnlp2s,Herbal Extract,2024-07-11,51,56664.41
Twitter,Campaign_1,40,07jordbiqmgp,Weight Loss Snack,2024-09-16,39,67504.3
Twitter,Campaign_66,190,oemksd1jcptz,Vital Herbs Mix,2024-12-17,53,3718.98
Instagram,Campaign_61,396,zz6ctel745cs,Speciality Supplement Pack,2023-06-12,86,95067.81
Instagram,Campaign_37,196,f0almwnmj0si,Herbal Skin Care Cream,2025-03-15,29,2687.78
Instagram,Campaign_20,150,sj424iq93h5y,Vital Herbs Mix,2025-05-09,93,71550.68
Twitter,Campaign_26,69,wl94mopa94d8,Protein Powder,2023-03-11,75,89869.71
YouTube,Campaign_51,219,xerfhs2qjed4,Herbal Extract,2023-06-02,13,48046.73
YouTube,Campaign_84,448,8q5h2in2bu4w,Fat Burner Capsules,2024-04-28,71,58620.75
YouTube,Campaign_26,355,a2gbzuo7mtco,Speciality Supplement Pack,2024-12-08,71,30287.94
Facebook,Campaign_89,156,yj61ajsjj583,Speciality Supplement Pack,2022-09-09,85,39784.58
YouTube,Campaign_14,268,bygruzu5e3vm,Post Workout Drink,2024-08-28,59,89192.53
YouTube,Campaign_95,182,k0pled0z4zmp,Vital Herbs Mix,2023-09-01,70,86603.81
Twitter,Campaign_92,176,rgaao765zc9h,Vital Herbs Mix,2025-03-11,82,13972.74
YouTube,Campaign_55,42,lu2zlgleohif,Weight Gainer,2023-08-14,83,3112.29
Facebook,Campaign_21,405,k0vzyybdau8e,Vital Herbs Mix,2024-10-26,27,59888.33
Twitter,Campaign_92,47,zkxq80i4527k,Herbal Skin Care Cream,2024-02-26,99,60615.53
Twitter,Campaign_51,106,kz4gzw6iz125,Speciality Supplement Pack,2025-02-28,87,69740.57
Twitter,Campaign_38,188,6hhgtqmor9eh,Vital Herbs Mix,2023-03-05,68,79236.99
Twitter,Campaign_46,42,7oljqzdcse09,Pre Workout Drink,2024-01-21,4,58513.69
Twitter,Campaign_99,56,4588ysvcza0e,Herbal Skin Care Cream,2024-06-28,14,9616.98
YouTube,Campaign_54,249,9ekojzcduscu,Pre Workout Drink,2024-02-24,35,6787.14
Facebook,Campaign_16,26,nk0k7h01stxm,Protein Powder,2023-02-17,49,81530.48
Facebook,Campaign_56,444,zi9y8u40qcu5,Weight Loss Snack,2024-11-21,79,96178.46
Twitter,Campaign_21,473,wmg7f10tb81o,Vital Herbs Mix,2025-05-22,89,83587.73
Facebook,Campaign_23,123,uvwxoatmzh93,Multivitamin Tablets,2024-09-08,26,97536.98
Instagram,Campaign_73,103,xmcl1yedz3g9,Fat Burner Capsules,2025-06-17,22,31153.59
Instagram,Campaign_97,216,r304abiscw1p,Multivitamin Tablets,2022-10-27,5,43622.48
Twitter,Campaign_21,285,z117ib22zu6s,Fat Burner Capsules,2025-02-18,15,99127.13
Twitter,Campaign_75,495,jjfzp0t57goc,Weight Gainer,2024-04-02,92,71638.97
Instagram,Campaign_10,413,rk53oppoydvf,Multivitamin Tablets,2023-09-30,86,77007.87
YouTube,Campaign_88,384,d9jrm43gmefg,Herbal Extract,2024-03-15,10,87967.68
YouTube,Campaign_50,196,9o9ih4o8jg78,Protein Powder,2025-04-18,87,11643.67
Instagram,Campaign_56,22,ia619q1j10id,Herbal Skin Care Cream,2024-10-07,44,91436.63
YouTube,Campaign_26,281,sffq0nezh1u9,Protein Powder,2022-09-27,33,33450.58
Twitter,Campaign_69,241,c245o7o7gri9,Herbal Extract,2023-08-02,19,15999.83
Instagram,Campaign_3,65,etmo11if24hy,Fat Burner Capsules,2024-07-03,92,68214.22
Twitter,Campaign_83,463,g1hb3z30zbtv,Vital Herbs Mix,2024-04-11,82,12418.8
Facebook,Campaign_82,140,fh7b0ahi1ywt,Protein Powder,2023-01-10,64,66170.41
Facebook,Campaign_37,2,3hko1cmrt7jh,Multivitamin Tablets,2022-07-27,91,38478.04
Twitter,Campaign_23,376,dszw1ye8una9,Weight Gainer,2025-05-13,3,28777.43
Twitter,Campaign_54,371,wk4mk3fnxtiw,Speciality Supplement Pack,2025-03-18,82,79329.77
Instagram,Campaign_63,492,fklzwqx9vsnh,Weight Loss Snack,2024-09-26,18,13313.41
Twitter,Campaign_62,490,0e9h2bvwv6ys,Weight Gainer,2023-05-21,30,5031.31
YouTube,Campaign_65,200,hhyafvnuy822,Pre Workout Drink,2024-10-15,46,60783.11
Instagram,Campaign_96,277,y0eap50sw1oq,Herbal Skin Care Cream,2023-02-06,52,67343.2
Instagram,Campaign_29,184,9rq53utiumw6,Fat Burner Capsules,2024-11-05,89,17205.67
Facebook,Campaign_5,390,asgfqgdm1iyk,Speciality Supplement Pack,2024-09-02,8,68800.87
Instagram,Campaign_31,72,u9ivw7khul0o,Protein Powder,2024-08-07,3,87477.65
Twitter,Campaign_31,475,pxnccrbf4af3,Weight Loss Snack,2024-01-08,62,55513.67
YouTube,Campaign_68,458,qhyh0g0xqz3g,Speciality Supplement Pack,2022-12-19,88,27343.96
Facebook,Campaign_34,4,0ksjh9po2uba,Vital Herbs Mix,2024-04-03,1,99097.38
YouTube,Campaign_27,240,tpz00h4fl7q1,Post Workout Drink,2024-04-23,36,80020.88
Twitter,Campaign_48,344,5whqmn7d922w,Fat Burner Capsules,2024-12-20,49,9844.51
Twitter,Campaign_24,493,ahdo61xn8dk1,Weight Gainer,2023-10-23,21,98798.08
Facebook,Campaign_80,121,3zp84jrh8ipt,Herbal Extract,2022-08-14,14,91781.32
Twitter,Campaign_50,488,c16ze7blp7dg,Weight Gainer,2022-10-14,97,20237.51
Instagram,Campaign_51,412,t60pv7tiqijb,Herbal Extract,2025-05-18,90,1454.69
Twitter,Campaign_20,285,3swso0cisuvy,Fat Burner Capsules,2025-03-25,86,4355.39
YouTube,Campaign_85,356,k28f7k5mtvge,Weight Gainer,2023-03-16,79,23213.26
Facebook,Campaign_87,269,3yn3scsbllwn,Protein Powder,2022-08-31,34,34819.78
Instagram,Campaign_51,262,ak2hopq0ux5p,Herbal Skin Care Cream,2025-03-13,23,60496.86
Facebook,Campaign_2,43,gem9iuyz9tos,Post Workout Drink,2023-04-15,99,98529.79
YouTube,Campaign_75,45,7cuwb3eshhet,Protein Powder,2024-07-10,20,48334.77
Instagram,Campaign_98,57,zxa3sla5gm4g,Speciality Supplement Pack,2025-01-08,50,35756.68
Twitter,Campaign_24,211,sd5bgkmq8dnb,Multivitamin Tablets,2024-02-07,13,16504.52
YouTube,Campaign_94,200,0xdkuugo2n5m,Protein Powder,2023-12-15,66,31912.25
Instagram,Campaign_87,28,uy0v3utcpxca,Weight Loss Snack,2024-07-18,74,99037.8
Facebook,Campaign_21,322,al8vhf48uz27,Multivitamin Tablets,2024-01-17,74,18637.83
YouTube,Campaign_33,449,nr6dpfvhf1km,Post Workout Drink,2022-09-19,91,74488.79
Instagram,Campaign_45,222,8b543bb9h5c7,Weight Loss Snack,2023-07-22,88,13667.93
Twitter,Campaign_50,27,rsmfqtndy696,Herbal Skin Care Cream,2024-02-13,69,39278.9
Facebook,Campaign_96,283,20zx79v37prd,Speciality Supplement Pack,2023-07-04,44,80561.33
Instagram,Campaign_38,173,dtbxt6yeyxiy,Pre Workout Drink,2023-07-21,9,79736.65
Twitter,Campaign_22,363,47hgm5srzepf,Post Workout Drink,2024-07-10,48,73862.04
YouTube,Campaign_10,400,ekxvtyz9345z,Speciality Supplement Pack,2023-07-18,7,53189.93
Twitter,Campaign_15,20,wuot8mmdfbhp,Vital Herbs Mix,2025-06-10,0,53101.74
Instagram,Campaign_26,471,sojdyuaj2obt,Herbal Extract,2023-10-26,66,72129.35
Facebook,Campaign_20,227,cw6j2tiplk5b,Post Workout Drink,2023-06-07,7,88980.99
YouTube,Campaign_60,354,ov3036b3yqmp,Protein Powder,2023-10-25,55,37018.24
YouTube,Campaign_75,393,uyw6mxrf9cfw,Multivitamin Tablets,2024-05-02,61,3547.83
Facebook,Campaign_62,373,awq4x6g4ywko,Herbal Skin Care Cream,2023-06-11,76,1181.78
Twitter,Campaign_96,135,odvmbo4kf9oq,Weight Loss Snack,2022-12-19,8,73121.43
Instagram,Campaign_84,74,kz6l6e2ye38d,Pre Workout Drink,2025-04-03,6,18925.98
Instagram,Campaign_50,221,1n1tp1lsj75v,Vital Herbs Mix,2023-01-30,49,91213.14
Facebook,Campaign_64,244,w2oxenfrrybc,Protein Powder,2023-05-30,18,73330.63
Instagram,Campaign_22,41,n78hzffghf3o,Fat Burner Capsules,2023-06-21,12,2638.97
Instagram,Campaign_71,106,bs0swv5qd8c1,Pre Workout Drink,2023-08-11,2,76658.6
Instagram,Campaign_39,494,am0ihdzsnol8,Pre Workout Drink,2023-04-01,73,24539.78
YouTube,Campaign_9,414,wkff0zadf5jj,Herbal Extract,2023-12-14,11,68054.63
Facebook,Campaign_30,362,002jz2kb67ri,Protein Powder,2025-04-06,29,8887.66
Twitter,Campaign_19,302,z2h4q4vtyk1d,Weight Loss Snack,2025-06-22,60,81827.39
Twitter,Campaign_60,271,e7fdr756ssx8,Weight Gainer,2023-09-28,95,5043.32
Facebook,Campaign_65,73,2ufl9mq11phl,Vital Herbs Mix,2024-10-19,64,89757.86
Instagram,Campaign_2,380,sqk7mehzs8f0,Vital Herbs Mix,2025-02-18,78,43263.3
Twitter,Campaign_59,81,93fl0ellcqsu,Protein Powder,2025-02-26,67,78510.79
YouTube,Campaign_32,77,gabimi0g8f9p,Weight Loss Snack,2022-12-06,24,91620.83
YouTube,Campaign_9,166,rnnbetrlzscx,Pre Workout Drink,2023-04-01,91,46594.63
YouTube,Campaign_33,333,crhy3zomgn1e,Speciality Supplement Pack,2024-06-10,89,13023.22
YouTube,Campaign_33,299,exb4z7j8hwe2,Post Workout Drink,2023-07-09,85,23068.67
YouTube,Campaign_6,134,c7mv5nlzl7hv,Multivitamin Tablets,2024-08-26,91,56084.53
YouTube,Campaign_43,260,wr3yniijuqw4,Weight Gainer,2022-08-13,67,52973.48
Instagram,Campaign_57,78,qd102kkvr0tm,Weight Gainer,2022-07-27,66,66775.92
YouTube,Campaign_32,141,tocts4ro893e,Weight Gainer,2024-06-19,77,83676.4
Twitter,Campaign_37,403,nvrjq9he6vb7,Herbal Skin Care Cream,2024-10-14,89,2100.47
Twitter,Campaign_88,382,hfg5lu7pkhel,Multivitamin Tablets,2024-06-17,32,50442.42
Twitter,Campaign_43,254,706hoqq0raao,Pre Workout Drink,2025-06-06,97,98771.54
Twitter,Campaign_56,61,o91oa8nzf94e,Speciality Supplement Pack,2023-10-28,47,19797.73
Twitter,Campaign_68,141,82xeu74s5tr2,Weight Gainer,2023-03-11,1,84867.04
Instagram,Campaign_55,340,1ej2vhak2x9p,Multivitamin Tablets,2023-03-15,77,52501.04
Twitter,Campaign_33,446,f16o8bjmigj6,Post Workout Drink,2024-12-04,74,77056.33
Instagram,Campaign_54,104,hm3j5uesl4pd,Speciality Supplement Pack,2023-01-22,89,35150.85
